id,text
782553353242841088,"""@trumplican2016: .@realDonaldTrump  There will be MASSIVE turnout for you,  Mr. Trump - These polls don't register the pulse of the PEOPLE!"
782544407593619456,I have created tens of thousands of jobs and will bring back great American prosperity. Hillary has only created jobs at the FBI and DOJ!
782541307168391168,I know our complex tax laws better than anyone who has ever run for president and am the only one who can fix them. #failing@nytimes
782330717539803136,"Wow, just saw the really bad @CNN ratings. People don't want to watch bad product that only builds up Crooked Hillary."
782321125984436224,The so-called Commission on Presidential Debates admitted to us that the DJT audio & sound level was very bad. So why didn't they fix it?
782264189574377472,"Crooked H is nasty to Sanders supporters behind closed doors. Owned by Wall St and Politicians, HRC is not with you.http://www.politico.com/story/2016/09/hillary-clinton-bernie-sanders-supporters-audio-leak-228997 …"
782020266771812352,I believe in #AmericaFirst and that means FAMILY FIRST! My childcare plan reflects the needs of modern working-class families. #ImWithYoupic.twitter.com/K2Mc41OfAT
781926033159249920,"For those few people knocking me for tweeting at three o'clock in the morning, at least you know I will be there, awake, to answer the call!"
781922648645185536,"Why isn't Hillary 50 points ahead? Maybe it's the email scandal, policies that spread ISIS, or calling millions of Americans deplorables!pic.twitter.com/cvaMSAnAnE"
781861632167256064,The people are really smart in cancelling subscriptions to the Dallas & Arizona papers & now USA Today will lose readers! The people get it!
781838706030313472,"Remember, don't believe ""sources said"" by the VERY dishonest media. If they don't name the sources, the sources don't exist."
781784161044553728,"Wow, Crooked Hillary was duped and used by my worst Miss U. Hillary floated her as an ""angel"" without checking her past, which is terrible!"
781755469488615424,"Anytime you see a story about me or my campaign saying ""sources said,"" DO NOT believe it. There are no sources, they are just made up lies!"
781678954570735616,"Wow, did you see how badly @CNN (Clinton News Network) is doing in the ratings. With people like @donlemon, who could expect any more?"
781619038699094016,"While Hillary profits off the rigged system, I am fighting for you! Remember the simple phrase: #FollowTheMoney https://www.facebook.com/DonaldTrump/videos/10157784190830725/ …pic.twitter.com/rJXAzsaIwI"
781555624446418944,My condolences to those involved in today's horrible accident in NJ and my deepest gratitude to all of the amazing first responders.
781111479974199296,"Every on-line poll, Time Magazine, Drudge etc., has me winning the debate. Thank you to Fox & Friends for so reporting!"
780954455504199680,My supporters are the best! $18 million from hard-working people who KNOW what we can be again! Shatter the record:http://bit.ly/shatterrecords 
780935820299599872,"Unbelievable evening in Melbourne, Florida w/ 15,000 supporters- and an additional 12,000 who could not get in. Thank you! #TrumpTrain #MAGApic.twitter.com/2N3Xq7AGmx"
780859319319400448,Great afternoon in Little Havana with Hispanic community leaders. Thank you for your support! #ImWithYoupic.twitter.com/vxWZ2tyJTF
780853860135006208,"In the last 24 hrs. we have raised over $13M from online donations and National Call Day, and we’re still going! Thank you America! #MAGA"
780826236213927936,"Well, now they're saying that I not only won the NBC Presidential Forum, but last night the big debate. Nice!"
780781898071207936,Thank you! #TrumpWon #MAGAhttp://www.dailymail.co.uk/news/article-3809204/Most-snap-polls-Trump-winning-debate-landslide.html …
780781327050235904,Hillary's been failing for 30 years in not getting the job done - it will never change.
780758306239512576,The #1 trend on Twitter right now is #TrumpWon - thank you!
780757611914391552,I won every poll from last nights Presidential Debate - except for the little watched @CNN poll.
780752731418009600,'How Trump won over a bar full of undecideds and Democrats'http://nypost.com/2016/09/26/the-best-debate-takes-come-from-inside-the-bar/ …
780752274020761600,I really enjoyed the debate last night.Crooked Hillary says she is going to do so many things.Why hasn't she done them in her last 30 years?
780656338628145152,"Thank you! Four new #DebateNight polls with the MOVEMENT winning. Together, we will MAKE AMERICA SAFE & GREAT AGAIN!
http://www.DonaldJTrump.com pic.twitter.com/Yl2XShopEv"
780646830090641408,".@DRUDGE_REPORT's First Presidential Debate Poll:
Trump: 80%
Clinton: 20%
Join the MOVEMENT today & lets #MAGA! http://www.DonaldJTrump.com pic.twitter.com/jV2pwNjWC2"
780637633890451456,".@newtgingrich just said ""a historic victory for Trump."" NICE!"
780626558176333824,"Wow, did great in the debate polls (except for @CNN - which I don't watch). Thank you!"
780618351601192960,"Thank you Governor @Mike_Pence!
Lets MAKE AMERICA SAFE AND GREAT AGAIN with the American people. 
#AmericaFirst #Debates2016https://twitter.com/mike_pence/status/780615043809435649 …"
780617562476441600,"Thank you Senator @TedCruz!
#Debates2016 #MAGApic.twitter.com/cgO6109USJ"
780594918616162304,"Russia has more warheads than ever, N Korea is testing nukes, and Iran got a sweetheart deal to keep theirs. Thanks, @HillaryClinton."
780594362862362624,"Hillary Clinton failed all over the world. 
LIBYA
SYRIA
IRAN
IRAQ
ASIA PIVOT
RUSSIAN RESET
BENGHAZI
#DebateNightpic.twitter.com/e70AtE6lNR"
780585742850555904,I will stand with police and protect ALL Americans! #Debates2016 #MAGApic.twitter.com/CX4oEWgEMp
780581933176778752,"This is the simple fact about @HillaryClinton: she is a typical politician - all talk, no action. #Debates2016"
780581215820591104,HILLARY'S BAD TAX HABIT!pic.twitter.com/x3FBy8Hdq2
780579923295600640,.@HillaryClinton has been part of the rigged DC system for 30 years? Why would we take policy advice from her? #Debates2016
780569413321789440,"Why isn't Hillary Clinton 50 points ahead?
#DebateNightpic.twitter.com/iux7icIkaT"
780535389853458432,"My team of deplorables will be managing my Twitter account for this evenings debate. Tune in!
#DebateNight #TrumpPence16"
780377077518364672,"New national Bloomberg poll just released - thank you! Join the MOVEMENT: http://www.DonaldJTrump.com . 
#TrumpTrain #MAGApic.twitter.com/4kQX4pmt0I"
780213717082529792,"Really sad news: The great Arnold Palmer, the ""King,"" has died. There was no-one like him - a true champion! He will be truly missed."
780199873979219968,Five people killed in Washington State by a Middle Eastern immigrant. Many people died this weekend in Ohio from drug overdoses. N.C. riots!
780108403326775296,"Readout of my meeting with Israeli Prime Minister Benjamin Netanyahu:
https://www.facebook.com/DonaldTrump/posts/10157759149590725:0 …pic.twitter.com/6KDPrQxSED"
780034352604405760,Looking forward to my meeting with Benjamin Netanyahu in Trump Tower at 10:00 A.M.
780030282854432768,Bernie Sanders gave Hillary the Dem nomination when he gave up on the e-mails. That issue has only gotten bigger!
780021651962462208,"Many on the team and staff of Bernie Sanders have been treated badly by the Hillary Clinton campaign - and they like Trump on trade, a lot!"
779729180334387200,"If dopey Mark Cuban of failed Benefactor fame wants to sit in the front row, perhaps I will put Gennifer Flowers right alongside of him!"
779662636770353152,"""@KellyannePolls: Trump is headed for a win, says professor who has predicted 30 years of presidential outcomes   http://wpo.st/hQg-2 """
779660413000617984,The @SenTedCruz endorsement was a wonderful surprise. I greatly appreciate his support! We will have a tremendous victory on November 8th.
779503099492831232,"Crooked Hillary's bad judgement forced her to announce that she would go to Charlotte on Saturday to grandstand. Dem pols said no way, dumb!"
779140534753435648,Spoke with Governor @PatMcCroryNC of North Carolina today. He is doing a tremendous job under tough circumstances.
778724315244040192,"Great new polls! Thank you Nevada, North Carolina & Ohio. Join the MOVEMENT today & lets #MAGA!
http://www.DonaldJTrump.com pic.twitter.com/NnHAEe8Daz"
778585375174451200,"Hopefully the violence & unrest in Charlotte will come to an immediate end. To those injured, get well soon. We need unity & leadership."
778584630396129280,The situations in Tulsa and Charlotte are tragic. We must come together to make America safe again.
778553790568001536,"It is a MOVEMENT - not a campaign. Leaving the past behind, changing our future. Together, we will MAKE AMERICA SAFE AND GREAT AGAIN!pic.twitter.com/9uRE3tpo4l"
778385212505989120,"Thank you Kenansville, North Carolina! Remember- on November 8th, that special interest gravy train is coming to a very abrupt end! #MAGApic.twitter.com/DFzuUrWogB"
778331181083418624,"Thank you High Point, NC! I will fight for every neglected part of this nation & I will fight to bring us together as one American people!pic.twitter.com/BJh3D5sU3h"
778238281196662784,"Hillary Clinton is taking the day off again, she needs the rest. Sleep well Hillary - see you at the debate!"
778237485402980352,Do people notice Hillary is copying my airplane rallies - she puts the plane behind her like I have been doing from the beginning.
778202693215068160,"Crooked Hillary has been fighting ISIS, or whatever she has been doing, for years. Now she has new ideas. It is time for change."
778025630956912640,"Together, we will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirstpic.twitter.com/XhwUGw0v2H"
777913567676866560,"Hillary Clinton's weakness while she was Secretary of State, has emboldened terrorists all over the world..cont: http://bit.ly/2cNwnwE "
777910435425226752,Once again someone we were told is ok turns out to be a terrorist who wants to destroy our country & its people- how did he get thru system?
777908242538196992,"Great job once again by law enforcement! We are proud of them and should embrace them - without them, we don't have a country!"
777696726933180416,"Terrible attacks in NY, NJ and MN this weekend. Thinking of victims, their families and all Americans! We need to be strong!"
777696356211326976,"Under the leadership of Obama & Clinton, Americans have experienced more attacks at home than victories abroad. Time to change the playbook!"
777616135856545792,HAPPY BIRTHDAY - to the United States Air Force!!pic.twitter.com/5Gwi1M5R2t
777494113834917888,"I would like to express my warmest regards, best wishes and condolences to all of the families and victims of the horrible bombing in NYC."
777280259875975168,"My lawyers want to sue the failing @nytimes so badly for irresponsible intent. I said no (for now), but they are watching. Really disgusting"
777260548991819776,"The failing @nytimes has gone nuts that Crooked Hillary is doing so badly. They are willing to say anything, has become a laughingstock rag!"
777197604887113728,"Wacky @NYTimesDowd, who hardly knows me, makes up things that I never said for her boring interviews and column. A neurotic dope!"
777133433915002880,".@CNN just doesn't get it, and that's why their ratings are so low - and getting worse. Boring anti-Trump panelists, mostly losers in life!"
777112789672341504,I never met former Defense Secretary Robert Gates. He knows nothing about me. But look at the results under his guidance - a total disaster!
777022559367770112,Crooked Hillary wants to take your 2nd Amendment rights away. Will guns be taken from her heavily armed Secret Service detail? Maybe not!
777015676586172416,My thoughts and prayers go out to the @PhillyPolice & @Penn police officers- in Philadelphia.http://abc7news.com/news/2-police-officers-shot-in-west-philadelphia;-suspect-dead-/1515355/?utm_source=dlvr.it&utm_medium=twitter …
777013142526185472,"""Donald Trump’s birther event is the greatest trick he’s ever pulled""http://wapo.st/2cQoAQC "
776998082936315904,Just arrived in Texas - have been informed two @fortworthpd officers have been shot. My thoughts and prayers are with them.
776952133358751744,"Just leaving Miami for Houston, Oklahoma and Colorado. Miami crowd was fantastic!"
776888753499561984,Great parade in The Villages- I love you all. We will #MAGA. Thank you for the incredible support-I will not forget!pic.twitter.com/5qTDijU3hn
776842647294009344,I am truly honored and grateful for receiving SO much support from our American heroes...http://bit.ly/2csHFXf pic.twitter.com/JJQncd3zhf
776773380414537728,"I am now going to the brand new Trump International, Hotel D.C. for a major statement."
776552722195705856,"Instead of driving jobs and wealth away, AMERICA will become the WORLD'S great magnet for innovation & job creation!pic.twitter.com/cvu20ZQSVJ"
776432922450616320,"Thank you to all of our law enforcement officers - across America! #LESM #MAGA 
https://instagram.com/p/BKXDNPCDZKx/ pic.twitter.com/4MTmR8kXVb"
776269061823074304,I was never a fan of Colin Powell after his weak understanding of weapons of mass destruction in Iraq = disaster. We can do much better!
776247579600453632,"Great poll out of Nevada- thank you! See you soon. #MAGA #AmericaFirst
http://www.DonaldJTrump.com pic.twitter.com/27sR3MjjXc"
776223340595937280,"Great evening in Canton, Ohio-thank you! We are going to MAKE AMERICA GREAT AGAIN! Join us: 
http://www.DonaldJTrump.com pic.twitter.com/4MvwUj9eX9"
776169656080039936,Thank you Ohio! Just landed in Canton for a rally at the Civic Center. Join me at 7pm: https://www.donaldjtrump.com/schedule/register/canton-oh/ …pic.twitter.com/UtCRxykurW
776160185337413632,"Thank you Florida- can't wait to see you Friday in Miami! Join me:
http://bit.ly/2cIUUroMIAMI pic.twitter.com/JxsWXz05T9"
776058538137452544,"Great poll Florida - thank you! 
#ImWithYou #AmericaFirstpic.twitter.com/6Odle7j1hd"
776053900780695552,Thank you Ohio - see you tonight!pic.twitter.com/0DyHkzzWvj
775897251533160448,Russia took Crimea during the so-called Obama years. Who wouldn't know this and why does Obama get a free pass?
775894243143483392,Why isn't President Obama working instead of campaigning for Hillary Clinton?
775492989175160832,"Just got back from Asheville,  North Carolina, where we had a massive rally. The spirit of the crowd was unbelievable. Thank you!  #MAGA"
775361266001084416,Stopped by @TrumpDC to thank all of the tremendous men & women for their hard work!pic.twitter.com/oGcJL4N454
774778026479513600,"The seriously failing @nytimes, despite so much winning and poll numbers that will soon put me in first place, only writes dishonest hits!"
774753598970466304,Hillary Clinton just had her 47% moment. What a terrible thing she said about so many great Americans!
774673449885192192,"While Hillary said horrible things about my supporters, and while many of her supporters will never vote for me, I still respect them all!"
774637168769830912,"Really sad that Republicans would allow themselves to be used in a Clinton ad. Lindsey Graham, Romney, Flake, Sass. SUPREME COURT, REMEMBER!"
774590070355529728,"Wow, Hillary Clinton was SO INSULTING to my supporters, millions of amazing, hard working people. I think it will cost her at the Polls!"
774589019929866240,"Will be in Missouri today with Melania for the funeral of a wonderful and truly respected woman, Phyllis S!"
774386793038778368,"Thank you Ohio. Together, we will MAKE AMERICA GREAT AGAIN!
http://www.DonaldJTrump.com pic.twitter.com/n026nE4XIp"
774385288948817920,Great honor to be endorsed by popular & successful @gov_gilmore of VA. A state that I very much want to win-THX Jim!pic.twitter.com/x4Y1TAFHvn
774354404162039808,"MAKE AMERICA GREAT AGAIN!
#AmericaFirst #ImWithYoupic.twitter.com/JIlNW7myEN"
774255510191239168,".@CNN is unwatchable. Their news on me is fiction. They
are a disgrace to the broadcasting industry and an arm of the Clinton campaign."
774097705513517056,The documentary of me that @CNN just aired is a total waste of time. I don't even know many of the people who spoke about me. A joke!
774064919633428480,Final poll results from NBC on last nights Commander-in-Chief Forum. Thank you! #ImWithYou #MAGApic.twitter.com/C5ipaxUN7B
774044548293074944,It wasn't Matt Lauer that hurt Hillary last night. It was her very dumb answer about emails & the veteran who said she should be in jail.
774033670239760384,"More poll results from last nights Commander-in-Chief Forum. 
#AmericaFirst #TrumpTrainpic.twitter.com/FxyBL6fO1h"
773920230192054272,Hillary Clinton answered email questions differently last night than she has in the past. She is totally confused. Unfit to serve as #POTUS.
773903163296473088,Hillary just gave a disastrous news conference on the tarmac to make up for poor performance last night. She's being decimated by the media!
773855962528620544,"""A rough night for Hillary Clinton""  ABC News."
773823089331277824,Thank you America - great #CommanderInChiefForum polls!pic.twitter.com/Rcu6KaRGCB
773733162245582848,Thank you to our fantastic veterans. The reviews and polls from almost everyone of my Commander-in-Chief presentation were great. Nice!
773643843476611072,"Thank you Peter - if elected, I will think big for our country & never let the American people down! #AmericaFirsthttps://www.washingtonpost.com/opinions/peter-thiel-trump-has-taught-us-this-years-most-important-political-lesson/2016/09/06/84df8182-738c-11e6-8149-b8d05321db62_story.html?postshare=541473247265202&tid=ss_tw …"
773617820944961536,"Wow - thank you Pensacola, FL. See you Friday at 7pm -- join me!
http://bit.ly/2ciou6wFLORIDA pic.twitter.com/LYmpRyY0Hq"
773539317377478656,"'Donald Trump leads Hillary Clinton by 19 points among military, veteran voters: poll' #AmericaFirst #MAGAhttp://m.washingtontimes.com/news/2016/sep/7/donald-trump-leads-hillary-clinton-19-points-among/ …"
773250022045548544,"Thank you to all of our amazing military families, service members, and veterans. #ImWithYoupic.twitter.com/RmQJt0Wxcq"
773206341296979968,Thank you! #VoteTrump #ImWithYoupic.twitter.com/SCEq9LqTTj
773181751749402624,"Mainstream media never covered Hillary’s massive “hacking”
or coughing attack, yet it is #1 trending. What’s up?"
773140953133641728,Thank you! #AmericaFirstpic.twitter.com/6v4C8ykDVl
773116580733587456,"China wouldn't provide a red carpet stairway from Air Force One and then Philippines President calls Obama ""the son of a whore."" Terrible!"
773113752271060992,"The truly great Phyllis Schlafly, who honored me with her strong endorsement for president, has passed away at 92. She was very special!"
772863407620034560,"Heading to Youngstown, Ohio now- some great polls. #AmericaFirstpic.twitter.com/cGwDLSOFUt"
772797202922082304,Can you believe that the Chinese would not give Obama the proper stairway to get off his plane - fight on tarmac!http://nypost.com/2016/09/03/this-is-our-country-tempers-flare-as-obama-arrives-in-china/ …
772793658072559616,President Obama & Putin fail to reach deal on Syria - so what else is new? Obama is not a natural deal maker. Only makes bad deals!
772582467601588224,"Lyin' Hillary Clinton told the FBI that she did not know the ""C"" markings on documents stood for CLASSIFIED. How can this be happening?"
772576650718482432,"To the African-American community: The Democrats have failed you for fifty years, high crime, poor schools, no jobs. I will fix it, VOTE ""T"""
772574369633763328,The polls are close so Crooked Hillary is getting out of bed and will campaign tomorrow.Why did she hammer 13 devices and acid-wash e-mails?
772417922279043072,"Wow, the failing @nytimes has not reported properly on Crooked's FBI release. They are at the back of the pack - no longer a credible source"
772171469476552704,".@CNN is so disgusting in their bias, but they are having a hard time promoting Crooked Hillary in light of the new e-mail scandals."
772170704687099904,"Great visit to Detroit church, fantastic reception, and all @CNN talks about is a small protest outside. Inside a large and wonderful crowd!"
772123965938597888,"Thank you Great Faith Ministries International, Bishop Wayne T. Jackson, and Detroit!http://www.snappytv.com/tc/2727709 "
771753541698523136,"Great new poll Iowa - thank you!
#MakeAmericaGreatAgain #ImWithYoupic.twitter.com/7hupah1RQN"
771688054344089600,"I visited our Trump Tower campaign headquarters last night, after returning from Ohio and Arizona, and it was packed with great pros - WIN!"
771687247951298560,People will be very surprised by our ground game on Nov. 8. We have an army of volunteers and people with GREAT SPIRIT! They want to #MAGA!
771393537900503040,I am promising you a new legacy for America. We're going to create a new American future. Thank you OHIO! #ImWithYoupic.twitter.com/TUgccsxvoy
771298236376178688,Poll numbers way up - making big progress!
771296597963661312,Thank you to @foxandfriends for the great review of the speech on immigration last night. Thank you also to the great people of Arizona!
771294347501461504,Mexico will pay for the wall!
771212757517557760,"Under a Trump administration, it's called #AmericaFirst! #ImWithYouhttp://www.snappytv.com/tc/2711850 "
771146302134423552,Great trip to Mexico today  - wonderful leadership and high quality people! Look forward to our next meeting.
771145576381427712,"Hillary Clinton didn't go to Louisiana, and now she didn't go to Mexico. She doesn't have the drive or stamina to MAKE AMERICA GREAT AGAIN!"
770971306766381056,"Former President Vicente Fox, who is railing against my visit to Mexico today, also invited me when he apologized for using the ""f bomb."""
770832664303587328,"Thank you Washington! Together, WE will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirstpic.twitter.com/CWDQnISYH4"
770811688966770688,"I have accepted the invitation of President Enrique Pena Nieto, of Mexico, and look very much forward to meeting him tomorrow."
770771735092142080,Thank you North Carolina! #MAGApic.twitter.com/1oWrFnHe0u
770568584443539456,"From day one I said that I was going to build a great wall on the SOUTHERN BORDER, and much more. Stop illegal immigration. Watch Wednesday!"
770381482229657600,We will repeal and replace the horrible disaster known as #Obamacare!pic.twitter.com/YzRTPrqrNC
770253550639251456,"Now that African-Americans are seeing what a bad job Hillary type policy and management has done to the inner-cities, they want TRUMP!"
770250409843777536,"Does anyone know that Crooked Hillary, who tried so hard, was unable to pass the Bar Exams in Washington D.C. She was forced to go elsewhere"
770040258796855296,"I will be making a major speech on ILLEGAL IMMIGRATION on Wednesday in the GREAT State of Arizona. Big crowds, looking for a larger venue."
770039317142069248,"I think that both candidates, Crooked Hillary and myself, should release detailed medical records. I have no problem in doing so! Hillary?"
770021252002119680,"Today is the 53rd anniversary of the March on Washington - today we honor the enduring fight for justice, equality and opportunity."
769724556949020672,"NATIONAL DEBT 
January 2009 = $10.6 TRILLION
August 2016 = $19.4 TRILLIONpic.twitter.com/dKAVaLfGAJ"
769718184836472832,It was an honor to have the amazing Root family join me in Iowa. I have been so inspired by their courage & bravery.https://amp.twimg.com/v/d96463a2-c8f5-42a3-8865-065ba39beb30 …
769592508879892480,"My condolences to Dwyane Wade and his family, on the loss of Nykea Aldridge. They are in my thoughts and prayers."
769571710924263424,Dwyane Wade's cousin was just shot and killed walking her baby in Chicago. Just what I have been saying. African-Americans will VOTE TRUMP!
769552592158412800,"""@DiamondandSilk: Crooked Hillary getting desperate. On TV bashing Trump. @CNN, she forgot how she said a KKK member was her mentor."
769539271678013440,Heroin overdoses are taking over our children and others in the MIDWEST. Coming in from our southern border. We need strong border & WALL!
769331841316687872,"New polls - join the MOVEMENT today.
http://www.DonaldJTrump.com  #ImWithYoupic.twitter.com/numII7W99T"
769322071297888256,"Will be in Phoenix, Arizona on Wednesday. Changing venue to much larger one. Demand is unreal. Polls looking great! #ImWithYou"
769221405820923904,"How quickly people forget that Crooked Hillary called African-American youth ""SUPER PREDATORS"" - Has she apologized?"
769203012250112000,I am very proud to have brought the subject of illegal immigration back into the discussion. Such a big problem for our country-I will solve
769177810678067200,"What do African-Americans and Hispanics have to lose by going with me. Look at the poverty, crime and educational statistics. I will fix it!"
769170204941164544,"Crooked Hillary will NEVER be able to solve the problems of poverty, education and safety within the African-American & Hispanic communities"
769006162926669824,"""Hillary Clinton needs to address the racist undertones of her 2008 campaign."" #FlashbackFridaypic.twitter.com/MJQp0rcnzH"
769001435484688384,"Hillary Clinton only knows how to make a speech when it is a hit on me. No policy, and always very short (stamina). Media gives her a pass!"
768922208987127808,"HRC is using the oldest play in the Dem playbook- when their policies fail, they are left w/this one tired argument!http://www.snappytv.com/tc/2673821 "
768912241349517312,Hillary Clinton is using race-baiting to try to get African-American voters- but they know she is all talk and NO ACTION!
768904362211086336,Hillary Clinton's short speech is pandering to the worst instincts in our society. She should be ashamed of herself!
768903697166368768,Just watched recap of #CrookedHillary's speech. Very short and lies. She is the only one fear-mongering!
768791265811062784,"So many in the African-American community are doing so badly, poverty and crime way up, employment and jobs way down: I will fix it, promise"
768788761635356672,"Poll numbers are starting to look very good. Leading in Florida @CNN Arizona and big jump in Utah. All numbers rising, national way up. Wow!"
768624405777944576,Thoughts and prayers to the great people of Indiana. You will prevail!
768623966713999360,Great Governor @Mike_Pence is in Indiana to help lead the relief efforts after tornadoes struck. True leadership.
768488555828183040,Great new poll Florida - thank you! #MakeAmericaGreatAgainpic.twitter.com/7TKpe388Bc
768448216744488960,My thoughts and prayers are with the victims and families of those affected by two powerful earthquakes in Italy and Myanmar.
768280756682690560,"Thank you Travis County, Texas!
#MakeAmericaGreatAgainpic.twitter.com/ZBnYzNb0eo"
768196613680398336,"In Austin, Texas with some of our amazing Border Patrol Agents. I will not let them down! https://instagram.com/p/BJdya79DXOF/ pic.twitter.com/7ImVH69fNb"
768119463421943808,"President Obama should have gone to Louisiana days ago, instead of golfing. Too little, too late!"
768083669550366720,"It is being reported by virtually everyone, and is a fact,  that the media pile on against me is the worst in American political history!"
767888297125355520,".@AnnCoulter's new book, 'In Trump We Trust, comes out tomorrow. People are saying it's terrific - knowing Ann I am sure it is!"
767870642716831744,"Just leaving Akron, Ohio, after a packed rally. Amazing people! Going now to Texas."
767830376735735808,"Great meeting with active & retired law enforcement officers- at the Fraternal Order of Police lodge in Akron, Ohio.pic.twitter.com/EUWhDC644R"
767685048703279104,"Some day, when things calm down, I'll tell the real story of @JoeNBC and his very insecure long-time girlfriend, @morningmika. Two clowns!"
767520065608613888,Crooked Hillary is flooding the airwaves with false and misleading ads - all paid for by her bosses on Wall Street. Media is protecting her!
767505383430782976,"I have been drawing very big and enthusiastic crowds, but the media refuses to show or discuss them. Something very big is happening!"
767150340726779904,"Together, we are going to MAKE AMERICA SAFE AND GREAT AGAIN!http://www.breitbart.com/2016-presidential-race/2016/08/20/la-times-poll-trump-takes-half-point-lead-clinton/ …"
767137098679853056,We will bring America together as ONE country again – united as Americans in common purpose and common dreams. #MAGA
766863067858759680,"""@CatOnGlass: 200,000 new followers for @realDonaldTrump. From 10,800,000 to 11,000,000, All in the last ten days or so! #MAGA #AlwaysTrump"
766805485466988544,.@Franklin_Graham @BillyNungesser @SamaritansPurse- so humbled by my time w/ you. You are in our thoughts & prayers.pic.twitter.com/I6xGsEzlwv
766801978085117952,"We are one nation. When one hurts, we all hurt. We must all work together-to lift each other up.
#StandWithLouisianapic.twitter.com/Ob7J2oBWhq"
766791143291916288,#WheresHillary? Sleeping!!!!!
766760721115938816,Thank you Michigan. This is a MOVEMENT. We are going to MAKE AMERICA SAFE AND GREAT AGAIN! #TrumpPence16pic.twitter.com/vP3eqF3Zbb
766627569110249472,"Thank you to everyone for all of the nice comments, by Twitter, pundits and otherwise for my speech last night."
766246213079498752,They will soon be calling me MR. BREXIT!
766028026987491328,"We are going to make this a government of the people once again!
#MakeAmericaGreatAgain #ImWithYouhttps://amp.twimg.com/v/4586e62b-3a35-479d-a65d-f984df338175 …"
766002945485864960,"We will repeal & replace #Obamacare, which has caused soaring double-digit premium increases. It is a disaster!https://amp.twimg.com/v/ddb1eaf1-bdc5-44b3-b090-dc20494568f7 …"
765955844055760896,"A vote for Hillary Clinton is a vote for another generation of poverty, high crime, & lost opportunities. #ImWithYouhttps://amp.twimg.com/v/d4fc15a4-b04b-48cc-85a8-fbdf61211602 …"
765623972234948608,Another health insurer is pulling back due to 'persistent financial losses on #Obamacare plans.' Only the beginning!http://www.nbcnews.com/business/business-news/aetna-pulls-back-obamacare-health-insurance-plans-2017-n631656 …
765283490887790592,"""CLINTON REFUGEE PLAN COULD BRING IN 620,000 REFUGEES IN FIRST TERM AT LIFETIME COST OF OVER $400 BILLION."" http://www.sessions.senate.gov/public/index.cfm/2016/6/clinton-refugee-plan-could-bring-in-620-000-refugees-in-first-term-at-lifetime-cost-of-over-400-billion …"
